user_id,tweet_id,username,location,following,followers,twt_created_at,total_tweets,retweet_count,text,hashtags,mentions
2205,2205,SANNYKu60251662,,19,6,2022-11-04 19:57:31+00:00,8,0,"@DelhiComplaint @LtGovDelhi @AshwaniKumar_92 @GyaneshBharti1 @MCD_Delhi Dear Sir, 
We have received a notification regarding registering complaint and details of a person who will solve the problem but the concerned person has not come till date, I am sharing the screenshot of the notification and details.
Kindly do something imedietly https://t.co/gbi9XZ2pFd",[],"[{'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [0, 15]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [16, 27]}, {'screen_name': 'AshwaniKumar_92', 'name': 'Ashwani Kumar', 'id': 728434197812019200, 'id_str': '728434197812019200', 'indices': [28, 44]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [45, 60]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [61, 71]}]"
2206,2206,NoorSodha,Adipur,1,0,2022-11-04 19:27:39+00:00,3,1,"I raised a complaint against this company Sal Steel in Bharapar and Kutch, in #Guj, to the #GCPB @CPCB_OFFICIAL thr mail, but we can't get any response frm them. What action will you take if your party is elected in #GujaratElection2022?
@AamAadmiParty @INCIndia @aimim_national https://t.co/1BuUdfdj5S","[{'text': 'Guj', 'indices': [78, 82]}, {'text': 'GCPB', 'indices': [91, 96]}, {'text': 'GujaratElection2022', 'indices': [216, 236]}]","[{'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [97, 111]}, {'screen_name': 'AamAadmiParty', 'name': 'AAP', 'id': 711694309, 'id_str': '711694309', 'indices': [238, 252]}, {'screen_name': 'INCIndia', 'name': 'Congress', 'id': 1153045459, 'id_str': '1153045459', 'indices': [253, 262]}, {'screen_name': 'aimim_national', 'name': 'AIMIM', 'id': 185563034, 'id_str': '185563034', 'indices': [263, 278]}]"
2207,2207,SagarAn94945122,"New Delhi, India",16,6,2022-11-04 15:06:42+00:00,782,0,@LtGovDelhi @MCD_Delhi @AshwaniKumar_92 @GyaneshBharti1 @CitySpzone @tatapower_ddl @DelhiComplaint @JagranNews @JPBhaiBJP Street lights at Kishanganj railway under pass are not installed and Street Light poles from Under towards Azad market chowk are not working for months now https://t.co/aIiOPDMMyN,[],"[{'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [0, 11]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [12, 22]}, {'screen_name': 'AshwaniKumar_92', 'name': 'Ashwani Kumar', 'id': 728434197812019200, 'id_str': '728434197812019200', 'indices': [23, 39]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [40, 55]}, {'screen_name': 'CitySpzone', 'name': 'City Sadar Paharganj Zone', 'id': 1064806340915224577, 'id_str': '1064806340915224577', 'indices': [56, 67]}, {'screen_name': 'tatapower_ddl', 'name': 'Tata Power - DDL', 'id': 3322294153, 'id_str': '3322294153', 'indices': [68, 82]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [83, 98]}, {'screen_name': 'JagranNews', 'name': 'Dainik Jagran', 'id': 64639742, 'id_str': '64639742', 'indices': [99, 110]}, {'screen_name': 'JPBhaiBJP', 'name': 'Jai Prakash', 'id': 998213193548869632, 'id_str': '998213193548869632', 'indices': [111, 121]}]"
2208,2208,SagarAn94945122,"New Delhi, India",16,6,2022-11-04 15:02:23+00:00,782,0,@LtGovDelhi @CMODelhi @DelhiPwd @DelhiComplaint Street lights on road namely Veer banda vairagi marg from Shastri nagar towards Gulabi bagh both sides of road are not working. https://t.co/meZJwju65q,[],"[{'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [0, 11]}, {'screen_name': 'CMODelhi', 'name': 'CMO Delhi', 'id': 1242298980660178951, 'id_str': '1242298980660178951', 'indices': [12, 21]}, {'screen_name': 'DelhiPwd', 'name': 'PWD Delhi', 'id': 763629353968234496, 'id_str': '763629353968234496', 'indices': [22, 31]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [32, 47]}]"
2209,2209,SachMein2,,29,0,2022-11-04 14:46:53+00:00,18,0,@DelhiComplaint @delhimetrofan @ArvindKejriwal @Metro @kgahlot @OfficialDMRC You all are lair metro staff scam us an also govt scam as 50 rupe value it's big for me still no one return it,[],"[{'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [0, 15]}, {'screen_name': 'delhimetrofan', 'name': 'Delhi Metro fan', 'id': 3256977517, 'id_str': '3256977517', 'indices': [16, 30]}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [31, 46]}, {'screen_name': 'Metro', 'name': 'Metro', 'id': 59474665, 'id_str': '59474665', 'indices': [47, 53]}, {'screen_name': 'kgahlot', 'name': 'Kailash Gahlot', 'id': 138654777, 'id_str': '138654777', 'indices': [54, 62]}, {'screen_name': 'OfficialDMRC', 'name': 'Delhi Metro Rail Corporation I कृपया मास्क पहनें😷', 'id': 1065550596818657280, 'id_str': '1065550596818657280', 'indices': [63, 76]}]"
2210,2210,drabhishekjain,"New Delhi, India",500,561,2022-11-04 13:56:48+00:00,8154,1,"@CPCB_OFFICIAL Complaint #47472348 is Top Urgent! Loose dust is deteriorating #AQI and causing respiratory health hazard for children. @rakeshdaultabad Please look into solving this problem and suggest to add a Smog Tower and PM 2.5 meter in front of DPS School Sec 103, #Gurgaon","[{'text': 'AQI', 'indices': [78, 82]}, {'text': 'Gurgaon', 'indices': [271, 279]}]","[{'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [0, 14]}, {'screen_name': 'rakeshdaultabad', 'name': 'MLA Rakesh Daultabad', 'id': 1936417698, 'id_str': '1936417698', 'indices': [135, 151]}]"
2211,2211,drvinay_aiims,"New Delhi, India",241,1711,2022-11-04 13:20:05+00:00,914,6,"🔈✳️
Heights of Good governance

#aiims in ur pocket

just use use #smartphone 

#AIIMSDELHI now going to start #patient #care #dashboard 

Now u can Track Real Time
Bed Status
Admission
Radio &amp;Lab investigations
OT and Day Care Status on ur fingertips.

#MedTwitter #media @ANI https://t.co/yZk4bRrqVr","[{'text': 'aiims', 'indices': [32, 38]}, {'text': 'smartphone', 'indices': [66, 77]}, {'text': 'AIIMSDELHI', 'indices': [80, 91]}, {'text': 'patient', 'indices': [111, 119]}, {'text': 'care', 'indices': [120, 125]}, {'text': 'dashboard', 'indices': [126, 136]}, {'text': 'MedTwitter', 'indices': [258, 269]}, {'text': 'media', 'indices': [270, 276]}]","[{'screen_name': 'ANI', 'name': 'ANI', 'id': 355989081, 'id_str': '355989081', 'indices': [277, 281]}]"
2212,2212,drvinay_aiims,"New Delhi, India",241,1711,2022-11-04 10:44:07+00:00,914,8,"🛺🛺🛺🛺🛺
50 more E-Vehicles with #free service within #aiims new delhi for #patients ,attendants and staff.

It will not only increase availability and quality of said service to patients,as well as reduce #Pollution too within #AIIMSDELHI campus.

#MedTwitter #media @ANI https://t.co/frGBmEcUXw","[{'text': 'free', 'indices': [30, 35]}, {'text': 'aiims', 'indices': [51, 57]}, {'text': 'patients', 'indices': [72, 81]}, {'text': 'Pollution', 'indices': [203, 213]}, {'text': 'AIIMSDELHI', 'indices': [225, 236]}, {'text': 'MedTwitter', 'indices': [246, 257]}, {'text': 'media', 'indices': [258, 264]}]","[{'screen_name': 'ANI', 'name': 'ANI', 'id': 355989081, 'id_str': '355989081', 'indices': [265, 269]}]"
2213,2213,SagarAn94945122,"New Delhi, India",16,6,2022-11-04 10:18:57+00:00,782,0,@DelhiPwd @LtGovDelhi @JagranNews @DelhiComplaint @DelhiFso @PunjabKesariCom Fake reply no action taken,[],"[{'screen_name': 'DelhiPwd', 'name': 'PWD Delhi', 'id': 763629353968234496, 'id_str': '763629353968234496', 'indices': [0, 9]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [10, 21]}, {'screen_name': 'JagranNews', 'name': 'Dainik Jagran', 'id': 64639742, 'id_str': '64639742', 'indices': [22, 33]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [34, 49]}, {'screen_name': 'DelhiFso', 'name': 'शिकायत/सूचना', 'id': 1496803613062352897, 'id_str': '1496803613062352897', 'indices': [50, 59]}, {'screen_name': 'PunjabKesariCom', 'name': 'Punjab Kesari', 'id': 759005443477811201, 'id_str': '759005443477811201', 'indices': [60, 76]}]"
2214,2214,drvinay_aiims,"New Delhi, India",241,1711,2022-11-04 09:15:15+00:00,914,8,"➡️🔺IMPORTANT 📢😊😊

Another Good Policy for #poor Patients at #AIIMS #Delhi 

After Procurement Policy for Ortho Implants at #aiims hospital campus, #aiimsdirector released another order for #dental IMPLANTS by #amrit pharmacy ONLY as per need of patient.

#MedTwitter #media https://t.co/g0hpJz3EO8","[{'text': 'poor', 'indices': [42, 47]}, {'text': 'AIIMS', 'indices': [60, 66]}, {'text': 'Delhi', 'indices': [67, 73]}, {'text': 'aiims', 'indices': [123, 129]}, {'text': 'aiimsdirector', 'indices': [147, 161]}, {'text': 'dental', 'indices': [189, 196]}, {'text': 'amrit', 'indices': [209, 215]}, {'text': 'MedTwitter', 'indices': [255, 266]}, {'text': 'media', 'indices': [267, 273]}]",[]
2215,2215,SagarAn94945122,"New Delhi, India",16,6,2022-11-04 03:59:23+00:00,782,0,@LtGovDelhi @DelhiPwd @DelhiComplaint @tatapower_ddl @DAINIKJAGRANdel Street lights on road namely Dina nath marg behind Subzi mandi Railway station with pole no 57/10 and 57/11 are not working,[],"[{'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [0, 11]}, {'screen_name': 'DelhiPwd', 'name': 'PWD Delhi', 'id': 763629353968234496, 'id_str': '763629353968234496', 'indices': [12, 21]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [22, 37]}, {'screen_name': 'tatapower_ddl', 'name': 'Tata Power - DDL', 'id': 3322294153, 'id_str': '3322294153', 'indices': [38, 52]}, {'screen_name': 'DAINIKJAGRANdel', 'name': 'DAINIK JAGRAN, delhi', 'id': 1047055932, 'id_str': '1047055932', 'indices': [53, 69]}]"
